OrderID,OrderDate,CustomerID,Product,Category,UnitPrice,Quantity,TotalPrice,City,PaymentMethod
332,28-02-2023,5062,T-Shirt,Clothing,48241,2,96482,Pune,Credit Card
333,10-04-2023,6722,Mixer,Home Appliances,28184,1,28184,Delhi,Debit Card
334,03-01-2023,3135,Sunglasses,Accessories,11172,2,22344,Mumbai,Debit Card
335,12-06-2023,4826,Mixer,Home Appliances,25419,5,127095,Pune,Net Banking
336,08-10-2023,7631,Headphones,Electronics,78584,5,392920,Chennai,Cash
337,15-06-2023,2808,Sandals,Footwear,23603,5,118015,Hyderabad,Cash
338,10-08-2023,3334,Mixer,Home Appliances,78099,3,234297,Bangalore,Cash
339,06-07-2023,5849,Sunglasses,Accessories,16112,3,48336,Delhi,Credit Card
340,08-05-2023,4457,Sunglasses,Accessories,3179,1,3179,Hyderabad,Debit Card
341,26-05-2023,8503,T-Shirt,Clothing,66750,3,200250,Hyderabad,Cash
342,19-01-2023,3357,Shoes,Footwear,53017,4,212068,Pune,Net Banking
343,07-06-2023,4826,Sandals,Footwear,31946,4,127784,Hyderabad,Net Banking
344,30-06-2023,1496,Headphones,Electronics,36518,5,182590,Mumbai,Credit Card
345,03-07-2023,5322,Headphones,Electronics,17762,4,71048,Bangalore,Credit Card
346,08-03-2023,4968,Mixer,Home Appliances,59318,1,59318,Hyderabad,Debit Card
347,21-08-2023,3669,Jeans,Clothing,3916,2,7832,Chennai,Debit Card
348,26-10-2023,3532,Coffee Maker,Home Appliances,59506,3,178518,Delhi,Cash
349,22-06-2023,1444,Sunglasses,Accessories,10827,5,54135,Pune,Credit Card
350,13-11-2023,3842,Sunglasses,Accessories,74864,4,299456,Hyderabad,Debit Card
351,15-06-2023,5539,T-Shirt,Clothing,22896,3,68688,Delhi,Cash
352,09-02-2023,9813,Laptop,Electronics,55106,3,165318,Bangalore,Cash
353,07-08-2023,2657,Sunglasses,Accessories,26561,5,132805,Hyderabad,UPI
354,09-01-2023,4505,Shoes,Footwear,20673,4,82692,Bangalore,Cash
355,06-03-2023,7354,Watch,Accessories,24525,3,73575,Bangalore,Credit Card
356,26-11-2023,2795,Headphones,Electronics,31066,4,124264,Mumbai,Cash
357,28-01-2023,2741,Headphones,Electronics,10348,4,41392,Pune,Cash
358,07-12-2023,5399,Coffee Maker,Home Appliances,16895,3,50685,Pune,Net Banking
359,06-10-2023,7522,Laptop,Electronics,78367,2,156734,Hyderabad,Net Banking
360,05-01-2023,3711,Sandals,Footwear,38023,5,190115,Chennai,UPI
361,18-11-2023,4784,Mixer,Home Appliances,11736,4,46944,Chennai,UPI
362,03-07-2023,9097,Watch,Accessories,22603,2,45206,Delhi,Debit Card
363,13-06-2023,7388,Laptop,Electronics,2879,4,11516,Hyderabad,Debit Card
364,29-01-2023,5074,Sunglasses,Accessories,31101,2,62202,Delhi,Net Banking
365,01-03-2023,4685,Sunglasses,Accessories,4549,3,13647,Bangalore,Debit Card
366,06-11-2023,1155,Laptop,Electronics,62913,5,314565,Mumbai,Debit Card
367,21-02-2023,1277,Watch,Accessories,72874,2,145748,Bangalore,Debit Card
368,20-05-2023,3518,Shoes,Footwear,17821,3,53463,Chennai,Debit Card
369,24-01-2023,1224,Headphones,Electronics,57733,2,115466,Chennai,Net Banking
370,04-04-2023,9014,Laptop,Electronics,29923,4,119692,Mumbai,Cash
371,08-06-2023,9256,Watch,Accessories,72464,3,217392,Mumbai,Credit Card
372,27-08-2023,6760,T-Shirt,Clothing,16220,3,48660,Pune,Cash
373,16-06-2023,2926,Headphones,Electronics,3045,5,15225,Delhi,Cash
374,07-03-2023,3536,Jeans,Clothing,65591,4,262364,Delhi,Cash
375,11-03-2023,4609,Watch,Accessories,49721,4,198884,Mumbai,UPI
376,06-08-2023,1095,Shoes,Footwear,43375,2,86750,Bangalore,Credit Card
377,30-08-2023,5744,Sunglasses,Accessories,27544,5,137720,Pune,Credit Card
378,22-11-2023,5458,Watch,Accessories,74035,4,296140,Mumbai,Cash
379,06-04-2023,4315,Jeans,Clothing,20199,5,100995,Pune,Net Banking
380,26-12-2023,7665,Jeans,Clothing,29231,5,146155,Bangalore,Cash
381,13-04-2023,2207,Headphones,Electronics,27142,1,27142,Mumbai,Debit Card
382,15-06-2023,1791,Jeans,Clothing,78988,4,315952,Hyderabad,Credit Card
383,24-11-2023,8587,Laptop,Electronics,20598,1,20598,Delhi,Credit Card
384,14-12-2023,1172,Headphones,Electronics,40655,2,81310,Mumbai,Debit Card
385,14-11-2023,9488,Sunglasses,Accessories,67831,4,271324,Bangalore,Debit Card
386,27-09-2023,6661,Laptop,Electronics,59823,5,299115,Hyderabad,UPI
387,08-12-2023,8246,Shoes,Footwear,2357,1,2357,Pune,Debit Card
388,15-06-2023,1286,Headphones,Electronics,60353,5,301765,Pune,Debit Card
389,24-01-2023,7924,Sunglasses,Accessories,64290,5,321450,Hyderabad,Net Banking
390,02-04-2023,7544,Headphones,Electronics,54422,2,108844,Pune,Credit Card
391,18-07-2023,3741,Coffee Maker,Home Appliances,30507,1,30507,Bangalore,Credit Card
392,17-05-2023,2250,Shoes,Footwear,38912,5,194560,Delhi,Credit Card
393,28-03-2023,3372,Mixer,Home Appliances,34862,1,34862,Bangalore,Net Banking
394,27-06-2023,1123,Coffee Maker,Home Appliances,20779,1,20779,Mumbai,UPI
395,15-03-2023,3584,Headphones,Electronics,53853,1,53853,Delhi,Cash
396,27-09-2023,5948,Sunglasses,Accessories,34948,1,34948,Pune,Debit Card
397,17-08-2023,7437,Sandals,Footwear,46574,4,186296,Pune,Net Banking
398,09-12-2023,3966,Coffee Maker,Home Appliances,59648,2,119296,Hyderabad,Credit Card
399,23-01-2023,5660,Laptop,Electronics,62263,2,124526,Mumbai,Net Banking
400,07-08-2023,7107,T-Shirt,Clothing,65123,3,195369,Pune,Net Banking
401,17-06-2023,3241,Mixer,Home Appliances,37005,2,74010,Mumbai,Cash
402,15-10-2023,8027,Headphones,Electronics,26274,5,131370,Mumbai,UPI
403,10-02-2023,1125,T-Shirt,Clothing,59015,3,177045,Hyderabad,Debit Card
404,11-05-2023,4343,Laptop,Electronics,51456,5,257280,Hyderabad,Debit Card
405,15-02-2023,3907,Coffee Maker,Home Appliances,69552,2,139104,Hyderabad,Credit Card
406,27-01-2023,7076,Sunglasses,Accessories,26864,5,134320,Delhi,UPI
407,28-02-2023,9522,Sandals,Footwear,38242,2,76484,Hyderabad,Debit Card
408,24-10-2023,9999,T-Shirt,Clothing,6345,2,12690,Delhi,Credit Card
409,20-05-2023,8150,Headphones,Electronics,45785,5,228925,Chennai,Cash
410,28-10-2023,9990,Sandals,Footwear,25810,2,51620,Pune,Credit Card
411,18-01-2023,4711,Sandals,Footwear,34895,1,34895,Bangalore,Debit Card
412,06-04-2023,9893,Coffee Maker,Home Appliances,45444,4,181776,Chennai,Credit Card
413,28-05-2023,9055,Laptop,Electronics,50675,5,253375,Hyderabad,Debit Card
414,07-11-2023,6849,Shoes,Footwear,45331,3,135993,Pune,Credit Card
415,07-11-2023,2593,Mixer,Home Appliances,65703,1,65703,Delhi,Net Banking
416,28-08-2023,6224,Watch,Accessories,75692,5,378460,Hyderabad,Net Banking
417,18-10-2023,8670,Sandals,Footwear,8182,4,32728,Mumbai,Debit Card
418,13-08-2023,2866,Mixer,Home Appliances,753,3,2259,Bangalore,Cash
419,22-06-2023,6065,Laptop,Electronics,28772,2,57544,Chennai,Credit Card
420,26-11-2023,6507,Headphones,Electronics,52285,4,209140,Hyderabad,Net Banking
421,30-06-2023,5693,Sunglasses,Accessories,32111,2,64222,Mumbai,Debit Card
422,25-06-2023,3597,Mixer,Home Appliances,55954,1,55954,Bangalore,Cash
423,21-11-2023,1969,Laptop,Electronics,66817,4,267268,Chennai,Credit Card
424,27-07-2023,8922,Shoes,Footwear,29155,5,145775,Bangalore,Cash
425,09-02-2023,2175,Laptop,Electronics,35674,5,178370,Delhi,UPI
426,03-08-2023,2043,Sunglasses,Accessories,27755,2,55510,Delhi,Credit Card
427,20-04-2023,7870,Watch,Accessories,75117,2,150234,Pune,UPI
428,24-06-2023,9848,Mixer,Home Appliances,71258,2,142516,Chennai,Net Banking
429,08-01-2023,3621,Sandals,Footwear,53842,5,269210,Mumbai,UPI
430,16-02-2023,1636,Sandals,Footwear,39935,3,119805,Delhi,Net Banking
431,30-11-2023,8948,Headphones,Electronics,75210,3,225630,Mumbai,UPI
432,18-12-2023,4875,Laptop,Electronics,1215,5,6075,Pune,Credit Card
433,05-11-2023,9496,Watch,Accessories,55368,5,276840,Hyderabad,Net Banking
434,04-03-2023,8822,Jeans,Clothing,77177,3,231531,Pune,Credit Card
435,07-03-2023,6229,Shoes,Footwear,9187,4,36748,Bangalore,Net Banking
436,16-11-2023,2298,T-Shirt,Clothing,19340,1,19340,Mumbai,Cash
437,10-10-2023,4352,Headphones,Electronics,29865,2,59730,Delhi,Cash
438,08-10-2023,4313,Shoes,Footwear,28712,1,28712,Pune,Net Banking
439,25-08-2023,4987,Watch,Accessories,36940,5,184700,Pune,UPI
440,23-09-2023,1932,Laptop,Electronics,17505,1,17505,Delhi,Credit Card
441,27-10-2023,3717,Coffee Maker,Home Appliances,72508,5,362540,Hyderabad,Debit Card
442,11-01-2023,3602,Mixer,Home Appliances,34510,2,69020,Hyderabad,Cash
443,20-08-2023,6112,Watch,Accessories,6885,5,34425,Pune,Debit Card
444,10-12-2023,8802,Headphones,Electronics,48830,3,146490,Delhi,Cash
445,29-11-2023,6441,Coffee Maker,Home Appliances,49879,3,149637,Pune,UPI
446,26-11-2023,3458,Headphones,Electronics,47066,2,94132,Chennai,UPI
447,29-01-2023,9242,Sandals,Footwear,48658,5,243290,Chennai,Debit Card
448,20-07-2023,9279,Shoes,Footwear,35327,5,176635,Chennai,Debit Card
449,20-03-2023,1162,Shoes,Footwear,26460,2,52920,Mumbai,Debit Card
450,27-11-2023,5197,Laptop,Electronics,46153,1,46153,Pune,Cash
451,03-02-2023,3469,T-Shirt,Clothing,42196,2,84392,Chennai,UPI
452,02-11-2023,4779,Laptop,Electronics,58479,1,58479,Hyderabad,Debit Card
453,27-02-2023,6450,Mixer,Home Appliances,60102,5,300510,Bangalore,UPI
454,20-12-2023,3182,Sandals,Footwear,40515,3,121545,Delhi,Net Banking
455,02-11-2023,3888,Mixer,Home Appliances,8111,2,16222,Hyderabad,Credit Card
456,28-09-2023,6349,Sandals,Footwear,45341,1,45341,Mumbai,Debit Card
457,26-07-2023,6594,Sunglasses,Accessories,61534,4,246136,Bangalore,Debit Card
458,04-09-2023,5119,Mixer,Home Appliances,26311,1,26311,Chennai,UPI
459,11-01-2023,2880,Laptop,Electronics,13044,5,65220,Mumbai,Debit Card
460,02-07-2023,8444,Shoes,Footwear,59198,2,118396,Chennai,Cash
461,11-06-2023,5708,Coffee Maker,Home Appliances,69152,2,138304,Hyderabad,Credit Card
462,01-07-2023,9135,Sunglasses,Accessories,72922,3,218766,Chennai,Net Banking
463,31-01-2023,4929,Laptop,Electronics,27387,2,54774,Pune,Credit Card
464,02-08-2023,7012,Mixer,Home Appliances,65134,5,325670,Bangalore,Net Banking
465,30-07-2023,5324,Headphones,Electronics,29836,5,149180,Bangalore,Cash
466,22-12-2023,4834,Mixer,Home Appliances,42668,3,128004,Delhi,Cash
467,26-12-2023,1788,Sandals,Footwear,7153,2,14306,Delhi,Cash
468,31-07-2023,8748,Shoes,Footwear,7200,1,7200,Bangalore,Credit Card
469,25-11-2023,6970,Sandals,Footwear,55434,2,110868,Bangalore,Cash
470,11-05-2023,1864,Mixer,Home Appliances,60833,4,243332,Hyderabad,UPI
471,30-08-2023,6006,Mixer,Home Appliances,68884,1,68884,Delhi,Net Banking
472,25-04-2023,6868,Sunglasses,Accessories,27886,4,111544,Mumbai,UPI
473,07-03-2023,4188,Sandals,Footwear,24877,3,74631,Pune,Debit Card
474,16-09-2023,3869,Sunglasses,Accessories,49547,1,49547,Pune,UPI
475,27-06-2023,1469,Headphones,Electronics,55660,3,166980,Pune,UPI
476,24-05-2023,9422,Laptop,Electronics,11174,1,11174,Pune,Debit Card
477,23-04-2023,8739,Sandals,Footwear,427,4,1708,Hyderabad,Credit Card
478,25-07-2023,5195,Headphones,Electronics,8297,3,24891,Pune,Credit Card
479,20-12-2023,6288,Watch,Accessories,35737,1,35737,Chennai,UPI
480,05-11-2023,5300,Watch,Accessories,42152,3,126456,Pune,Cash
481,29-06-2023,5636,Coffee Maker,Home Appliances,39495,5,197475,Hyderabad,Debit Card
482,07-06-2023,8825,Laptop,Electronics,50107,1,50107,Chennai,Credit Card
483,23-12-2023,8618,Coffee Maker,Home Appliances,57844,1,57844,Bangalore,Net Banking
484,02-07-2023,3389,Coffee Maker,Home Appliances,45313,2,90626,Pune,Cash
485,23-08-2023,8113,Sunglasses,Accessories,36978,4,147912,Pune,Debit Card
486,24-10-2023,1507,T-Shirt,Clothing,40474,1,40474,Delhi,Cash
487,24-01-2023,3778,T-Shirt,Clothing,55238,2,110476,Hyderabad,Credit Card
488,16-03-2023,2069,Sunglasses,Accessories,34199,2,68398,Chennai,Debit Card
489,29-04-2023,7344,Watch,Accessories,72608,1,72608,Bangalore,Net Banking
490,08-10-2023,5813,Headphones,Electronics,23070,5,115350,Delhi,Debit Card
491,20-11-2023,9135,Mixer,Home Appliances,17941,4,71764,Hyderabad,Net Banking
492,19-07-2023,3900,Sandals,Footwear,13726,1,13726,Bangalore,Cash
493,21-01-2023,1361,Jeans,Clothing,53282,3,159846,Mumbai,Net Banking
494,31-10-2023,2792,Coffee Maker,Home Appliances,36190,4,144760,Chennai,Net Banking
495,26-02-2023,3755,Watch,Accessories,1560,3,4680,Pune,Cash
496,15-01-2023,6351,Coffee Maker,Home Appliances,21080,4,84320,Hyderabad,Credit Card
497,06-12-2023,3963,T-Shirt,Clothing,63040,2,126080,Chennai,Debit Card
498,01-07-2023,7000,T-Shirt,Clothing,3239,4,12956,Pune,Debit Card
499,20-04-2023,8093,Jeans,Clothing,11522,3,34566,Pune,Credit Card
500,09-09-2023,9857,Coffee Maker,Home Appliances,1360,4,5440,Chennai,UPI
